ID,Produto,Categoria,Preço,Quantidade,Data_Venda,Vendedor
1245,Produto C,Categoria 3,53.47,7,2026-05-29,Vendedor 1
1246,Produto C,Categoria 2,90.69,10,2026-05-30,Vendedor 1
1247,Produto C,Categoria 1,98.44,15,2026-05-31,Vendedor 2
1248,Produto B,Categoria 3,45.92,10,2026-06-01,Vendedor 3
1249,Produto A,Categoria 1,47.39,17,2026-06-02,Vendedor 1
1250,Produto C,Categoria 1,46.72,19,2026-06-03,Vendedor 3
1251,Produto B,Categoria 2,39.21,17,2026-06-04,Vendedor 1
1252,Produto A,Categoria 1,80.35,12,2026-06-05,Vendedor 1
1253,Produto A,Categoria 2,78.31,15,2026-06-06,Vendedor 3
1254,Produto A,Categoria 1,53.08,12,2026-06-07,Vendedor 3
1255,Produto A,Categoria 3,14.02,9,2026-06-08,Vendedor 3
1256,Produto C,Categoria 1,37.86,5,2026-06-09,Vendedor 3
1257,Produto C,Categoria 3,36.31,4,2026-06-10,Vendedor 2
1258,Produto B,Categoria 3,83.0,12,2026-06-11,Vendedor 2
1259,Produto B,Categoria 1,17.88,16,2026-06-12,Vendedor 1
1260,Produto B,Categoria 3,82.51,9,2026-06-13,Vendedor 1
1261,Produto A,Categoria 1,70.23,3,2026-06-14,Vendedor 1
1262,Produto A,Categoria 1,75.92,3,2026-06-15,Vendedor 2
1263,Produto C,Categoria 3,48.9,18,2026-06-16,Vendedor 3
1264,Produto A,Categoria 3,71.18,17,2026-06-17,Vendedor 1
1265,Produto A,Categoria 2,64.81,10,2026-06-18,Vendedor 2
1266,Produto A,Categoria 3,79.21,2,2026-06-19,Vendedor 1
1267,Produto B,Categoria 2,50.21,11,2026-06-20,Vendedor 2
1268,Produto B,Categoria 3,52.55,3,2026-06-21,Vendedor 3
1269,Produto C,Categoria 1,67.92,2,2026-06-22,Vendedor 2
1270,Produto A,Categoria 3,19.73,9,2026-06-23,Vendedor 3
1271,Produto A,Categoria 1,49.26,19,2026-06-24,Vendedor 1
1272,Produto C,Categoria 1,97.48,2,2026-06-25,Vendedor 3
1273,Produto A,Categoria 1,13.38,19,2026-06-26,Vendedor 2
1274,Produto A,Categoria 2,38.44,2,2026-06-27,Vendedor 1
1275,Produto B,Categoria 3,38.27,15,2026-06-28,Vendedor 1
1276,Produto C,Categoria 1,67.01,3,2026-06-29,Vendedor 2
1277,Produto C,Categoria 1,19.52,5,2026-06-30,Vendedor 3
1278,Produto C,Categoria 2,66.57,11,2026-07-01,Vendedor 2
1279,Produto C,Categoria 3,18.55,7,2026-07-02,Vendedor 3
1280,Produto B,Categoria 3,18.55,6,2026-07-03,Vendedor 3
1281,Produto B,Categoria 2,75.54,14,2026-07-04,Vendedor 1
1282,Produto A,Categoria 2,39.17,1,2026-07-05,Vendedor 3
1283,Produto A,Categoria 3,97.97,17,2026-07-06,Vendedor 1
1284,Produto A,Categoria 2,13.36,17,2026-07-07,Vendedor 2
1285,Produto A,Categoria 3,50.06,14,2026-07-08,Vendedor 2
1286,Produto B,Categoria 3,20.18,10,2026-07-09,Vendedor 1
1287,Produto C,Categoria 1,41.62,8,2026-07-10,Vendedor 1
1288,Produto B,Categoria 1,99.84,8,2026-07-11,Vendedor 3
1289,Produto A,Categoria 3,90.0,14,2026-07-12,Vendedor 1
1290,Produto B,Categoria 3,14.35,7,2026-07-13,Vendedor 2
1291,Produto C,Categoria 3,60.69,6,2026-07-14,Vendedor 1
1292,Produto C,Categoria 3,68.3,4,2026-07-15,Vendedor 1
1293,Produto B,Categoria 3,28.86,1,2026-07-16,Vendedor 1
1294,Produto B,Categoria 3,23.06,15,2026-07-17,Vendedor 3
1295,Produto B,Categoria 2,91.39,15,2026-07-18,Vendedor 1
1296,Produto A,Categoria 3,97.19,1,2026-07-19,Vendedor 3
1297,Produto B,Categoria 2,99.27,3,2026-07-20,Vendedor 3
1298,Produto B,Categoria 2,81.08,5,2026-07-21,Vendedor 1
1299,Produto B,Categoria 3,69.72,5,2026-07-22,Vendedor 3
1300,Produto C,Categoria 3,41.12,4,2026-07-23,Vendedor 1
1301,Produto C,Categoria 2,25.43,17,2026-07-24,Vendedor 2
1302,Produto A,Categoria 2,17.11,14,2026-07-25,Vendedor 2
1303,Produto A,Categoria 3,72.4,8,2026-07-26,Vendedor 3
1304,Produto C,Categoria 3,80.63,2,2026-07-27,Vendedor 2
1305,Produto C,Categoria 2,84.38,8,2026-07-28,Vendedor 1
1306,Produto C,Categoria 2,92.24,1,2026-07-29,Vendedor 3
1307,Produto B,Categoria 2,89.19,4,2026-07-30,Vendedor 1
1308,Produto B,Categoria 1,99.98,19,2026-07-31,Vendedor 3
1309,Produto C,Categoria 2,31.97,5,2026-08-01,Vendedor 3
1310,Produto B,Categoria 1,78.7,5,2026-08-02,Vendedor 3
1311,Produto B,Categoria 3,62.78,19,2026-08-03,Vendedor 3
1312,Produto A,Categoria 3,33.51,12,2026-08-04,Vendedor 2
1313,Produto C,Categoria 2,98.37,1,2026-08-05,Vendedor 2
1314,Produto C,Categoria 3,90.81,7,2026-08-06,Vendedor 2
1315,Produto B,Categoria 3,21.57,17,2026-08-07,Vendedor 3
1316,Produto C,Categoria 3,12.35,2,2026-08-08,Vendedor 2
1317,Produto A,Categoria 3,71.95,11,2026-08-09,Vendedor 3
1318,Produto A,Categoria 1,64.37,7,2026-08-10,Vendedor 2
1319,Produto A,Categoria 1,94.22,17,2026-08-11,Vendedor 3
1320,Produto C,Categoria 2,31.06,3,2026-08-12,Vendedor 2
1321,Produto C,Categoria 2,17.59,6,2026-08-13,Vendedor 2
1322,Produto C,Categoria 2,33.33,11,2026-08-14,Vendedor 2
1323,Produto C,Categoria 3,11.7,18,2026-08-15,Vendedor 3
1324,Produto C,Categoria 3,13.23,18,2026-08-16,Vendedor 3
1325,Produto A,Categoria 1,92.34,10,2026-08-17,Vendedor 2
1326,Produto B,Categoria 1,41.68,5,2026-08-18,Vendedor 3
1327,Produto A,Categoria 2,46.97,15,2026-08-19,Vendedor 1
1328,Produto C,Categoria 1,11.65,4,2026-08-20,Vendedor 2
1329,Produto A,Categoria 1,34.35,1,2026-08-21,Vendedor 2
1330,Produto C,Categoria 1,82.43,15,2026-08-22,Vendedor 1
1331,Produto C,Categoria 1,65.39,17,2026-08-23,Vendedor 3
1332,Produto A,Categoria 1,77.84,19,2026-08-24,Vendedor 3
1333,Produto C,Categoria 2,50.25,14,2026-08-25,Vendedor 3
1334,Produto B,Categoria 2,37.88,19,2026-08-26,Vendedor 2
1335,Produto C,Categoria 1,53.45,18,2026-08-27,Vendedor 2
1336,Produto B,Categoria 2,39.08,2,2026-08-28,Vendedor 2
1337,Produto B,Categoria 3,85.51,6,2026-08-29,Vendedor 2
1338,Produto C,Categoria 1,36.79,13,2026-08-30,Vendedor 2
1339,Produto A,Categoria 3,69.38,17,2026-08-31,Vendedor 3
1340,Produto B,Categoria 2,22.33,6,2026-09-01,Vendedor 1
1341,Produto A,Categoria 2,71.82,5,2026-09-02,Vendedor 3
1342,Produto B,Categoria 3,92.2,7,2026-09-03,Vendedor 3
1343,Produto C,Categoria 2,64.77,1,2026-09-04,Vendedor 2
1344,Produto C,Categoria 1,60.39,13,2026-09-05,Vendedor 1
1345,Produto B,Categoria 3,96.5,19,2026-09-06,Vendedor 1
1346,Produto C,Categoria 1,66.47,1,2026-09-07,Vendedor 3
1347,Produto B,Categoria 3,33.36,13,2026-09-08,Vendedor 1
1348,Produto C,Categoria 2,36.32,11,2026-09-09,Vendedor 3
1349,Produto A,Categoria 3,73.48,7,2026-09-10,Vendedor 3
1350,Produto C,Categoria 3,76.19,3,2026-09-11,Vendedor 3
1351,Produto A,Categoria 1,37.31,1,2026-09-12,Vendedor 3
1352,Produto C,Categoria 2,41.08,8,2026-09-13,Vendedor 2
1353,Produto A,Categoria 1,99.2,17,2026-09-14,Vendedor 1
1354,Produto C,Categoria 2,19.18,13,2026-09-15,Vendedor 2
1355,Produto A,Categoria 1,46.42,14,2026-09-16,Vendedor 2
1356,Produto B,Categoria 3,15.62,5,2026-09-17,Vendedor 2
1357,Produto B,Categoria 1,83.9,6,2026-09-18,Vendedor 3
1358,Produto A,Categoria 2,18.31,6,2026-09-19,Vendedor 3
1359,Produto C,Categoria 2,70.66,8,2026-09-20,Vendedor 2
1360,Produto A,Categoria 3,15.08,13,2026-09-21,Vendedor 2
1361,Produto C,Categoria 2,70.56,18,2026-09-22,Vendedor 1
1362,Produto B,Categoria 1,85.87,4,2026-09-23,Vendedor 2
1363,Produto C,Categoria 3,45.89,17,2026-09-24,Vendedor 3
1364,Produto B,Categoria 2,56.99,5,2026-09-25,Vendedor 2
1365,Produto C,Categoria 2,46.14,3,2026-09-26,Vendedor 1
1366,Produto C,Categoria 1,37.04,4,2026-09-27,Vendedor 1
1367,Produto C,Categoria 1,82.29,5,2026-09-28,Vendedor 2
1368,Produto A,Categoria 3,34.48,14,2026-09-29,Vendedor 1
1369,Produto A,Categoria 2,75.06,15,2026-09-30,Vendedor 1
1370,Produto B,Categoria 1,28.56,17,2026-10-01,Vendedor 3
1371,Produto B,Categoria 3,32.49,6,2026-10-02,Vendedor 1
1372,Produto A,Categoria 2,40.28,10,2026-10-03,Vendedor 1
1373,Produto B,Categoria 2,63.02,16,2026-10-04,Vendedor 2
1374,Produto A,Categoria 3,50.9,17,2026-10-05,Vendedor 3
1375,Produto C,Categoria 3,77.06,14,2026-10-06,Vendedor 1
1376,Produto B,Categoria 1,29.22,12,2026-10-07,Vendedor 2
1377,Produto B,Categoria 2,10.96,9,2026-10-08,Vendedor 2
1378,Produto A,Categoria 2,79.89,15,2026-10-09,Vendedor 2
1379,Produto B,Categoria 2,83.95,12,2026-10-10,Vendedor 2
1380,Produto B,Categoria 3,15.35,14,2026-10-11,Vendedor 2
1381,Produto C,Categoria 1,64.98,18,2026-10-12,Vendedor 2
1382,Produto B,Categoria 2,44.04,6,2026-10-13,Vendedor 1
1383,Produto C,Categoria 3,81.45,4,2026-10-14,Vendedor 3
1384,Produto A,Categoria 2,88.7,12,2026-10-15,Vendedor 3
1385,Produto B,Categoria 1,86.59,13,2026-10-16,Vendedor 2
1386,Produto C,Categoria 2,79.95,19,2026-10-17,Vendedor 2
1387,Produto A,Categoria 1,34.21,13,2026-10-18,Vendedor 3
1388,Produto B,Categoria 1,83.07,12,2026-10-19,Vendedor 1
1389,Produto A,Categoria 2,58.01,3,2026-10-20,Vendedor 2
1390,Produto B,Categoria 2,14.75,3,2026-10-21,Vendedor 3
1391,Produto A,Categoria 1,51.12,14,2026-10-22,Vendedor 3
1392,Produto A,Categoria 3,94.79,18,2026-10-23,Vendedor 2
1393,Produto C,Categoria 1,89.91,19,2026-10-24,Vendedor 3
1394,Produto A,Categoria 2,19.2,10,2026-10-25,Vendedor 1
1395,Produto B,Categoria 2,76.97,17,2026-10-26,Vendedor 3
1396,Produto B,Categoria 3,82.52,15,2026-10-27,Vendedor 2
1397,Produto C,Categoria 1,34.42,19,2026-10-28,Vendedor 2
1398,Produto B,Categoria 1,52.44,9,2026-10-29,Vendedor 3
1399,Produto B,Categoria 1,73.99,4,2026-10-30,Vendedor 3
1400,Produto B,Categoria 2,49.51,15,2026-10-31,Vendedor 2
1401,Produto A,Categoria 1,20.15,19,2026-11-01,Vendedor 1
1402,Produto A,Categoria 3,73.53,16,2026-11-02,Vendedor 3
1403,Produto B,Categoria 2,92.05,8,2026-11-03,Vendedor 1
1404,Produto C,Categoria 2,68.72,17,2026-11-04,Vendedor 1
1405,Produto A,Categoria 1,79.64,1,2026-11-05,Vendedor 2
1406,Produto C,Categoria 3,42.25,7,2026-11-06,Vendedor 2
1407,Produto B,Categoria 2,26.49,18,2026-11-07,Vendedor 2
1408,Produto B,Categoria 2,67.85,12,2026-11-08,Vendedor 1
1409,Produto A,Categoria 1,39.5,16,2026-11-09,Vendedor 2
1410,Produto B,Categoria 1,87.41,1,2026-11-10,Vendedor 2
1411,Produto A,Categoria 3,21.04,15,2026-11-11,Vendedor 1
1412,Produto B,Categoria 1,49.01,7,2026-11-12,Vendedor 1
1413,Produto B,Categoria 3,45.71,17,2026-11-13,Vendedor 1
1414,Produto A,Categoria 2,94.42,3,2026-11-14,Vendedor 1
1415,Produto A,Categoria 3,23.78,11,2026-11-15,Vendedor 3
1416,Produto A,Categoria 3,10.89,6,2026-11-16,Vendedor 2
1417,Produto B,Categoria 3,31.43,6,2026-11-17,Vendedor 3
1418,Produto B,Categoria 2,83.82,15,2026-11-18,Vendedor 1
1419,Produto C,Categoria 1,28.84,7,2026-11-19,Vendedor 1
1420,Produto A,Categoria 2,31.68,11,2026-11-20,Vendedor 1
1421,Produto B,Categoria 1,21.69,17,2026-11-21,Vendedor 1
1422,Produto B,Categoria 3,74.39,18,2026-11-22,Vendedor 1
1423,Produto A,Categoria 3,16.23,19,2026-11-23,Vendedor 2
1424,Produto C,Categoria 3,39.81,8,2026-11-24,Vendedor 3
1425,Produto A,Categoria 3,35.42,8,2026-11-25,Vendedor 3
1426,Produto C,Categoria 3,59.96,11,2026-11-26,Vendedor 2
1427,Produto B,Categoria 1,75.74,3,2026-11-27,Vendedor 2
1428,Produto C,Categoria 1,57.96,14,2026-11-28,Vendedor 2
1429,Produto B,Categoria 3,93.79,9,2026-11-29,Vendedor 3
1430,Produto A,Categoria 2,95.63,1,2026-11-30,Vendedor 3
1431,Produto A,Categoria 2,42.53,1,2026-12-01,Vendedor 1
1432,Produto A,Categoria 3,79.99,12,2026-12-02,Vendedor 3
1433,Produto C,Categoria 1,76.49,11,2026-12-03,Vendedor 3
1434,Produto B,Categoria 2,90.37,1,2026-12-04,Vendedor 2
1435,Produto A,Categoria 2,50.31,12,2026-12-05,Vendedor 3
1436,Produto A,Categoria 2,57.74,17,2026-12-06,Vendedor 1
1437,Produto B,Categoria 3,47.42,15,2026-12-07,Vendedor 3
1438,Produto A,Categoria 2,86.53,2,2026-12-08,Vendedor 2
1439,Produto B,Categoria 2,30.67,18,2026-12-09,Vendedor 2
1440,Produto B,Categoria 2,31.57,16,2026-12-10,Vendedor 1
1441,Produto B,Categoria 2,43.53,4,2026-12-11,Vendedor 1
1442,Produto B,Categoria 1,30.73,8,2026-12-12,Vendedor 3
1443,Produto B,Categoria 3,60.49,2,2026-12-13,Vendedor 1
1444,Produto C,Categoria 3,22.1,14,2026-12-14,Vendedor 1
1445,Produto A,Categoria 1,38.82,15,2026-12-15,Vendedor 2
1446,Produto C,Categoria 1,92.21,9,2026-12-16,Vendedor 2
1447,Produto A,Categoria 3,46.83,2,2026-12-17,Vendedor 3
1448,Produto C,Categoria 2,77.34,17,2026-12-18,Vendedor 3
1449,Produto B,Categoria 2,20.21,10,2026-12-19,Vendedor 3
1450,Produto A,Categoria 3,32.28,9,2026-12-20,Vendedor 3
1451,Produto A,Categoria 2,82.66,2,2026-12-21,Vendedor 2
1452,Produto C,Categoria 1,78.67,19,2026-12-22,Vendedor 3
1453,Produto C,Categoria 2,44.75,17,2026-12-23,Vendedor 3
1454,Produto A,Categoria 2,95.9,11,2026-12-24,Vendedor 1
1455,Produto C,Categoria 2,91.96,17,2026-12-25,Vendedor 3
1456,Produto C,Categoria 3,96.61,10,2026-12-26,Vendedor 1
1457,Produto C,Categoria 1,48.51,18,2026-12-27,Vendedor 2
1458,Produto B,Categoria 2,27.77,6,2026-12-28,Vendedor 3
1459,Produto B,Categoria 3,66.4,16,2026-12-29,Vendedor 1
1460,Produto C,Categoria 2,71.63,18,2026-12-30,Vendedor 3
1461,Produto C,Categoria 1,21.29,18,2026-12-31,Vendedor 1
1462,Produto B,Categoria 2,80.78,1,2027-01-01,Vendedor 3
1463,Produto B,Categoria 1,11.63,3,2027-01-02,Vendedor 2
1464,Produto A,Categoria 2,53.45,15,2027-01-03,Vendedor 2
1465,Produto A,Categoria 1,39.79,10,2027-01-04,Vendedor 1
1466,Produto B,Categoria 2,76.63,5,2027-01-05,Vendedor 1
1467,Produto C,Categoria 1,38.15,15,2027-01-06,Vendedor 2
1468,Produto C,Categoria 2,84.41,14,2027-01-07,Vendedor 3
1469,Produto C,Categoria 2,63.55,15,2027-01-08,Vendedor 1
1470,Produto C,Categoria 3,81.45,10,2027-01-09,Vendedor 2
1471,Produto A,Categoria 3,99.04,9,2027-01-10,Vendedor 1
1472,Produto B,Categoria 1,71.12,12,2027-01-11,Vendedor 2
1473,Produto C,Categoria 2,98.65,7,2027-01-12,Vendedor 2
1474,Produto A,Categoria 1,12.6,5,2027-01-13,Vendedor 1
1475,Produto C,Categoria 3,40.43,10,2027-01-14,Vendedor 1
1476,Produto B,Categoria 1,19.71,8,2027-01-15,Vendedor 2
1477,Produto A,Categoria 1,33.61,16,2027-01-16,Vendedor 3
1478,Produto B,Categoria 3,85.5,12,2027-01-17,Vendedor 2
1479,Produto B,Categoria 2,12.91,9,2027-01-18,Vendedor 3
1480,Produto A,Categoria 1,56.82,10,2027-01-19,Vendedor 3
1481,Produto A,Categoria 3,61.04,16,2027-01-20,Vendedor 3
1482,Produto A,Categoria 2,60.5,10,2027-01-21,Vendedor 1
1483,Produto A,Categoria 3,52.78,9,2027-01-22,Vendedor 2
1484,Produto A,Categoria 1,81.15,3,2027-01-23,Vendedor 2
1485,Produto A,Categoria 2,22.02,19,2027-01-24,Vendedor 3
1486,Produto A,Categoria 2,37.95,11,2027-01-25,Vendedor 3
1487,Produto C,Categoria 3,65.42,6,2027-01-26,Vendedor 3
1488,Produto B,Categoria 3,72.19,6,2027-01-27,Vendedor 2
1489,Produto A,Categoria 3,46.37,15,2027-01-28,Vendedor 3
1490,Produto C,Categoria 2,88.78,15,2027-01-29,Vendedor 2
1491,Produto C,Categoria 2,47.39,13,2027-01-30,Vendedor 2
1492,Produto C,Categoria 1,46.25,5,2027-01-31,Vendedor 1
1493,Produto B,Categoria 2,13.26,14,2027-02-01,Vendedor 3
1494,Produto A,Categoria 1,59.6,2,2027-02-02,Vendedor 3
1495,Produto C,Categoria 3,73.78,12,2027-02-03,Vendedor 3
1496,Produto B,Categoria 3,20.3,14,2027-02-04,Vendedor 1
1497,Produto B,Categoria 2,37.49,19,2027-02-05,Vendedor 3
1498,Produto B,Categoria 3,80.31,15,2027-02-06,Vendedor 2
1499,Produto C,Categoria 3,42.93,17,2027-02-07,Vendedor 3
1500,Produto A,Categoria 2,31.74,14,2027-02-08,Vendedor 2
1501,Produto C,Categoria 1,70.5,18,2027-02-09,Vendedor 2
1502,Produto C,Categoria 2,27.71,5,2027-02-10,Vendedor 2
1503,Produto A,Categoria 1,90.61,12,2027-02-11,Vendedor 2
1504,Produto A,Categoria 2,19.5,10,2027-02-12,Vendedor 3
1505,Produto A,Categoria 2,73.59,8,2027-02-13,Vendedor 1
1506,Produto B,Categoria 3,54.96,6,2027-02-14,Vendedor 1
1507,Produto A,Categoria 2,88.29,15,2027-02-15,Vendedor 2
1508,Produto C,Categoria 2,21.36,12,2027-02-16,Vendedor 3
1509,Produto A,Categoria 1,71.01,6,2027-02-17,Vendedor 1
1510,Produto C,Categoria 3,61.48,12,2027-02-18,Vendedor 3
1511,Produto B,Categoria 1,53.21,15,2027-02-19,Vendedor 1
1512,Produto C,Categoria 1,54.23,12,2027-02-20,Vendedor 2
1513,Produto C,Categoria 3,74.98,9,2027-02-21,Vendedor 2
1514,Produto A,Categoria 3,94.4,19,2027-02-22,Vendedor 2
1515,Produto A,Categoria 3,18.21,2,2027-02-23,Vendedor 1
1516,Produto C,Categoria 2,11.76,13,2027-02-24,Vendedor 3
1517,Produto A,Categoria 3,82.51,13,2027-02-25,Vendedor 2
1518,Produto B,Categoria 3,19.74,8,2027-02-26,Vendedor 3
1519,Produto B,Categoria 3,98.8,13,2027-02-27,Vendedor 3
1520,Produto A,Categoria 1,65.74,4,2027-02-28,Vendedor 2
1521,Produto B,Categoria 1,68.58,6,2027-03-01,Vendedor 1
1522,Produto A,Categoria 2,27.9,6,2027-03-02,Vendedor 2
1523,Produto C,Categoria 1,31.63,12,2027-03-03,Vendedor 2
1524,Produto C,Categoria 2,69.34,12,2027-03-04,Vendedor 1
1525,Produto B,Categoria 1,91.88,17,2027-03-05,Vendedor 3
1526,Produto A,Categoria 3,98.42,7,2027-03-06,Vendedor 1
1527,Produto A,Categoria 1,27.82,15,2027-03-07,Vendedor 1
1528,Produto B,Categoria 2,22.07,17,2027-03-08,Vendedor 2
1529,Produto C,Categoria 1,15.08,10,2027-03-09,Vendedor 1
1530,Produto B,Categoria 3,88.15,6,2027-03-10,Vendedor 1
1531,Produto C,Categoria 2,36.52,9,2027-03-11,Vendedor 1
1532,Produto A,Categoria 3,10.16,15,2027-03-12,Vendedor 3
1533,Produto C,Categoria 3,30.14,16,2027-03-13,Vendedor 3
1534,Produto B,Categoria 2,40.64,8,2027-03-14,Vendedor 2
1535,Produto A,Categoria 3,99.19,16,2027-03-15,Vendedor 2
1536,Produto B,Categoria 3,57.12,5,2027-03-16,Vendedor 3
1537,Produto B,Categoria 1,28.42,18,2027-03-17,Vendedor 1
1538,Produto C,Categoria 3,40.13,14,2027-03-18,Vendedor 2
1539,Produto B,Categoria 3,39.73,2,2027-03-19,Vendedor 2
1540,Produto C,Categoria 3,11.78,3,2027-03-20,Vendedor 1
1541,Produto A,Categoria 3,22.17,14,2027-03-21,Vendedor 1
1542,Produto C,Categoria 2,72.57,7,2027-03-22,Vendedor 1
1543,Produto A,Categoria 1,20.82,15,2027-03-23,Vendedor 1
1544,Produto C,Categoria 3,30.77,17,2027-03-24,Vendedor 1
1545,Produto B,Categoria 3,41.57,1,2027-03-25,Vendedor 3
1546,Produto C,Categoria 2,78.2,9,2027-03-26,Vendedor 1
1547,Produto C,Categoria 3,62.42,14,2027-03-27,Vendedor 2
1548,Produto A,Categoria 2,72.01,16,2027-03-28,Vendedor 3
1549,Produto B,Categoria 1,61.03,13,2027-03-29,Vendedor 2
1550,Produto C,Categoria 1,71.52,6,2027-03-30,Vendedor 1
1551,Produto B,Categoria 3,10.26,1,2027-03-31,Vendedor 2
1552,Produto C,Categoria 3,93.78,4,2027-04-01,Vendedor 1
1553,Produto C,Categoria 3,19.98,3,2027-04-02,Vendedor 2
1554,Produto B,Categoria 2,46.56,17,2027-04-03,Vendedor 2
1555,Produto C,Categoria 3,79.39,2,2027-04-04,Vendedor 1
1556,Produto B,Categoria 3,49.17,19,2027-04-05,Vendedor 2
1557,Produto C,Categoria 1,95.22,8,2027-04-06,Vendedor 3
1558,Produto A,Categoria 3,52.08,15,2027-04-07,Vendedor 2
1559,Produto B,Categoria 1,88.74,6,2027-04-08,Vendedor 3
1560,Produto C,Categoria 3,82.97,2,2027-04-09,Vendedor 3
1561,Produto C,Categoria 1,98.29,15,2027-04-10,Vendedor 2
1562,Produto A,Categoria 3,93.39,12,2027-04-11,Vendedor 3
1563,Produto B,Categoria 1,90.83,3,2027-04-12,Vendedor 3
1564,Produto C,Categoria 2,75.84,10,2027-04-13,Vendedor 2
1565,Produto A,Categoria 1,43.03,14,2027-04-14,Vendedor 1
1566,Produto C,Categoria 1,19.55,14,2027-04-15,Vendedor 1
1567,Produto B,Categoria 1,71.98,3,2027-04-16,Vendedor 3
1568,Produto C,Categoria 3,98.08,1,2027-04-17,Vendedor 3
1569,Produto C,Categoria 3,75.39,1,2027-04-18,Vendedor 1
1570,Produto C,Categoria 3,93.59,2,2027-04-19,Vendedor 3
1571,Produto C,Categoria 2,82.39,19,2027-04-20,Vendedor 1
1572,Produto A,Categoria 2,24.68,10,2027-04-21,Vendedor 2
1573,Produto A,Categoria 1,32.43,4,2027-04-22,Vendedor 3
1574,Produto B,Categoria 2,40.77,4,2027-04-23,Vendedor 2
1575,Produto A,Categoria 1,25.14,13,2027-04-24,Vendedor 1
1576,Produto A,Categoria 1,62.35,9,2027-04-25,Vendedor 1
1577,Produto B,Categoria 1,97.79,7,2027-04-26,Vendedor 2
1578,Produto A,Categoria 2,78.53,16,2027-04-27,Vendedor 3
1579,Produto A,Categoria 3,48.1,18,2027-04-28,Vendedor 2
1580,Produto B,Categoria 2,10.41,3,2027-04-29,Vendedor 2
1581,Produto B,Categoria 1,38.19,10,2027-04-30,Vendedor 3
1582,Produto B,Categoria 1,57.41,16,2027-05-01,Vendedor 1
1583,Produto C,Categoria 2,39.18,3,2027-05-02,Vendedor 2
1584,Produto C,Categoria 1,19.99,11,2027-05-03,Vendedor 2
1585,Produto B,Categoria 1,49.85,10,2027-05-04,Vendedor 1
1586,Produto B,Categoria 2,32.79,16,2027-05-05,Vendedor 2
1587,Produto B,Categoria 2,91.83,8,2027-05-06,Vendedor 1
1588,Produto C,Categoria 2,19.16,9,2027-05-07,Vendedor 3
1589,Produto C,Categoria 1,14.42,15,2027-05-08,Vendedor 1
1590,Produto A,Categoria 1,10.48,3,2027-05-09,Vendedor 1
1591,Produto A,Categoria 3,39.53,4,2027-05-10,Vendedor 2
1592,Produto B,Categoria 3,69.43,13,2027-05-11,Vendedor 1
1593,Produto C,Categoria 2,75.74,12,2027-05-12,Vendedor 1
1594,Produto C,Categoria 3,50.79,9,2027-05-13,Vendedor 2
1595,Produto C,Categoria 1,71.59,14,2027-05-14,Vendedor 1
1596,Produto B,Categoria 3,42.39,19,2027-05-15,Vendedor 2
1597,Produto A,Categoria 1,70.1,7,2027-05-16,Vendedor 3
1598,Produto B,Categoria 2,13.65,16,2027-05-17,Vendedor 1
1599,Produto A,Categoria 2,45.17,5,2027-05-18,Vendedor 3
1600,Produto A,Categoria 1,81.18,10,2027-05-19,Vendedor 1
1601,Produto B,Categoria 3,82.27,18,2027-05-20,Vendedor 1
1602,Produto A,Categoria 2,74.45,11,2027-05-21,Vendedor 3
1603,Produto A,Categoria 2,28.38,7,2027-05-22,Vendedor 3
1604,Produto C,Categoria 3,32.25,14,2027-05-23,Vendedor 2
1605,Produto A,Categoria 3,99.65,18,2027-05-24,Vendedor 2
1606,Produto B,Categoria 1,19.3,11,2027-05-25,Vendedor 3
1607,Produto B,Categoria 3,26.26,12,2027-05-26,Vendedor 1
1608,Produto A,Categoria 3,21.7,18,2027-05-27,Vendedor 2
1609,Produto C,Categoria 3,39.49,2,2027-05-28,Vendedor 1
1610,Produto C,Categoria 1,28.92,1,2027-05-29,Vendedor 2
1611,Produto A,Categoria 1,54.79,10,2027-05-30,Vendedor 2
1612,Produto A,Categoria 2,52.84,1,2027-05-31,Vendedor 2
1613,Produto B,Categoria 1,91.14,6,2027-06-01,Vendedor 3
1614,Produto A,Categoria 2,13.13,7,2027-06-02,Vendedor 1
1615,Produto C,Categoria 3,38.79,17,2027-06-03,Vendedor 3
1616,Produto A,Categoria 2,63.7,9,2027-06-04,Vendedor 2
1617,Produto B,Categoria 2,64.43,7,2027-06-05,Vendedor 3
1618,Produto B,Categoria 3,53.21,17,2027-06-06,Vendedor 3
1619,Produto B,Categoria 2,83.41,3,2027-06-07,Vendedor 3
1620,Produto B,Categoria 1,15.64,16,2027-06-08,Vendedor 1
1621,Produto B,Categoria 1,83.39,5,2027-06-09,Vendedor 3
1622,Produto A,Categoria 1,54.53,18,2027-06-10,Vendedor 3
1623,Produto A,Categoria 1,22.04,1,2027-06-11,Vendedor 3
1624,Produto A,Categoria 2,89.71,4,2027-06-12,Vendedor 3
1625,Produto A,Categoria 2,68.43,11,2027-06-13,Vendedor 3
1626,Produto B,Categoria 3,24.72,9,2027-06-14,Vendedor 3
